name,age,email,phone,purchase_frequency
Jasper Jensen,39,invalid_mail,0725-918748,medium
Jade Smith,34,jade.smith@distansakademin.se,0737-560530,low
Jöhn Jönes,39,john.jones@distansakademin.se,0712-944307,low
Jack Jacksön,invalid_age,jack.jackson@distansakademin.se,0763-722602,medium
Jasper Jennings,34,jasper.jennings@distansakademin.se,0753-303527,medium
Jack Jennings,invalid_age,jack.jennings@distansakademin.se,0751-717285,medium
Jill Jönes,58,jill.jones@distansakademin.se,0794-160286,low
Jane Jöhanssön,65,jane.johansson@distansakademin.se,0777-957919,medium
Jenny Jensen,65,jenny.jensen@distansakademin.se,0792-732059,low
Jade Smith,19,jade.smith@distansakademin.se,0790-720671,high
Jöe Jöhanssön,invalid_age,invalid_mail,0769-547184,medium
Jesse Smith,50,jesse.smith@distansakademin.se,0767-286892,high
Jenny Jöhanssön,20,jenny.johansson@distansakademin.se,0789-901905,high
Jasper Jensen,invalid_age,jasper.jensen@distansakademin.se,0727-685473,medium
Jane Janssen,invalid_age,jane.janssen@distansakademin.se,0749-975250,high
Jim Jöhanssön,45,jim.johansson@distansakademin.se,0787-975322,low
Jenny Smith,44,jenny.smith@distansakademin.se,0714-262981,high
Jenny Jönes,32,jenny.jones@distansakademin.se,0733-984085,high
Jill Smith,22,jill.smith@distansakademin.se,0792-341122,medium
Jade Jönes,21,jade.jones@distansakademin.se,0797-772743,high
Jasper Jöhnsön,40,jasper.johnson@distansakademin.se,0763-227705,low
Jane Jenkins,61,jane.jenkins@distansakademin.se,0737-776892,medium
Jenny Jöhnsön,40,jenny.johnson@distansakademin.se,0747-515804,high
Jane Jacksön,41,jane.jackson@distansakademin.se,0796-864059,high
Jack Jenkins,invalid_age,jack.jenkins@distansakademin.se,0771-641105,high
Jim Jennings,63,jim.jennings@distansakademin.se,0798-148245,low
Jöe Smith,33,invalid_mail,0784-840151,medium
Jim Jenkins,39,jim.jenkins@distansakademin.se,0754-368006,low
Jim Janssen,57,jim.janssen@distansakademin.se,0764-876920,medium
Jim Jönes,47,jim.jones@distansakademin.se,0786-576371,high
Jade Jennings,55,jade.jennings@distansakademin.se,0738-712937,high
Jenny Jöhanssön,64,invalid_mail,0782-984107,medium
Jasper Jensen,22,jasper.jensen@distansakademin.se,0710-697637,high
Jöe Jennings,30,joe.jennings@distansakademin.se,0751-833705,low
Jane Jennings,50,jane.jennings@distansakademin.se,0799-864949,medium
Jane Jennings,54,jane.jennings@distansakademin.se,0721-534896,medium
Jim Jensen,39,jim.jensen@distansakademin.se,0715-585161,medium
Jenny Jacksön,51,jenny.jackson@distansakademin.se,0798-611350,low
Jöhn Jöhanssön,35,john.johansson@distansakademin.se,0747-813159,medium
Jim Jenkins,36,invalid_mail,0797-448420,medium
Jesse Smith,invalid_age,jesse.smith@distansakademin.se,0750-407590,low
Jöhn Smith,26,john.smith@distansakademin.se,0734-535958,high
Jöhn Jennings,invalid_age,john.jennings@distansakademin.se,0785-583612,high
Jöe Jenkins,41,joe.jenkins@distansakademin.se,0779-158920,medium
Jenny Jennings,31,invalid_mail,0765-573843,medium
Jack Jöhanssön,40,invalid_mail,0749-416375,medium
Jesse Jöhanssön,22,jesse.johansson@distansakademin.se,0730-933961,high
Jim Jacksön,59,jim.jackson@distansakademin.se,0723-845915,low
Jenny Jennings,31,jenny.jennings@distansakademin.se,0746-618027,medium
Jenny Jensen,39,jenny.jensen@distansakademin.se,0785-470446,high
Jade Jöhanssön,39,jade.johansson@distansakademin.se,0791-760707,low
Jöe Jensen,19,joe.jensen@distansakademin.se,0736-987724,medium
Jade Jensen,invalid_age,jade.jensen@distansakademin.se,0755-467028,medium
Jöe Jensen,46,joe.jensen@distansakademin.se,0779-908446,medium
Jade Jensen,34,jade.jensen@distansakademin.se,0762-994955,high
Jesse Smith,52,jesse.smith@distansakademin.se,0771-704843,high
Jack Jöhanssön,33,jack.johansson@distansakademin.se,0753-494279,high
Jill Jöhanssön,32,invalid_mail,0753-936472,medium
Jim Jenkins,55,jim.jenkins@distansakademin.se,0736-646767,low
Jenny Jöhnsön,invalid_age,jenny.johnson@distansakademin.se,0759-599170,low
Jasper Jacksön,47,jasper.jackson@distansakademin.se,0763-215283,medium
Jöhn Jensen,51,invalid_mail,0753-226719,high
Jöe Janssen,52,joe.janssen@distansakademin.se,0737-582541,medium
Jöhn Jöhanssön,invalid_age,john.johansson@distansakademin.se,0779-976969,medium
Jill Jensen,28,jill.jensen@distansakademin.se,0790-717688,low
Jill Janssen,41,jill.janssen@distansakademin.se,0732-211386,low
Jim Jensen,55,jim.jensen@distansakademin.se,0750-517408,low
Jasper Janssen,invalid_age,jasper.janssen@distansakademin.se,0715-709608,high
Jöhn Jensen,invalid_age,john.jensen@distansakademin.se,0791-717853,medium
Jenny Janssen,48,jenny.janssen@distansakademin.se,0780-504699,low
Jill Janssen,37,jill.janssen@distansakademin.se,0774-280201,medium
Jesse Jenkins,53,jesse.jenkins@distansakademin.se,0746-935245,medium
Jesse Jöhnsön,47,jesse.johnson@distansakademin.se,0754-504082,medium
Jöe Smith,37,joe.smith@distansakademin.se,0727-575277,high
Jenny Jacksön,invalid_age,jenny.jackson@distansakademin.se,0777-700677,medium
Jasper Jensen,24,jasper.jensen@distansakademin.se,0793-528997,high
Jesse Jensen,46,jesse.jensen@distansakademin.se,0722-362256,medium
Jöhn Jönes,46,john.jones@distansakademin.se,0725-276438,low
Jim Janssen,invalid_age,invalid_mail,0789-791965,high
Jesse Jöhanssön,invalid_age,jesse.johansson@distansakademin.se,0789-130798,high
Jöe Jenkins,27,joe.jenkins@distansakademin.se,0788-498862,medium
Jesse Smith,33,jesse.smith@distansakademin.se,0713-329833,low
Jack Jöhanssön,48,jack.johansson@distansakademin.se,0794-516912,high
Jöhn Jensen,34,john.jensen@distansakademin.se,0730-304813,low
Jasper Jacksön,invalid_age,invalid_mail,0756-414464,medium
Jane Smith,invalid_age,invalid_mail,0786-444381,high
Jöe Jönes,35,invalid_mail,0749-733819,medium
Jesse Jacksön,invalid_age,jesse.jackson@distansakademin.se,0778-345012,high
Jade Jöhnsön,48,jade.johnson@distansakademin.se,0738-285545,high
Jöhn Jöhanssön,45,john.johansson@distansakademin.se,0778-137423,low
Jasper Jennings,52,jasper.jennings@distansakademin.se,0761-389952,low
Jöhn Jacksön,53,john.jackson@distansakademin.se,0744-420833,high
Jane Jöhanssön,19,invalid_mail,0724-463794,medium
Jill Jennings,60,jill.jennings@distansakademin.se,0712-443302,medium
Jim Jacksön,21,jim.jackson@distansakademin.se,0760-906794,medium
Jill Jensen,32,jill.jensen@distansakademin.se,0798-907300,high
Jade Jenkins,26,jade.jenkins@distansakademin.se,0743-574765,low
Jasper Jacksön,51,invalid_mail,0752-305693,medium
Jesse Jöhnsön,47,jesse.johnson@distansakademin.se,0781-881861,low
Jesse Jensen,46,jesse.jensen@distansakademin.se,0799-525201,high
Jill Jöhnsön,invalid_age,jill.johnson@distansakademin.se,0796-906069,medium
Jesse Jöhanssön,33,jesse.johansson@distansakademin.se,0778-873690,high
Jim Jönes,28,jim.jones@distansakademin.se,0746-433655,high
Jade Jacksön,invalid_age,invalid_mail,0710-769597,low
Jasper Jensen,42,invalid_mail,0751-644101,high
Jasper Smith,37,jasper.smith@distansakademin.se,0734-436840,high
Jöe Jensen,invalid_age,joe.jensen@distansakademin.se,0742-988469,low
Jade Jensen,41,jade.jensen@distansakademin.se,0746-815560,medium
Jane Janssen,49,jane.janssen@distansakademin.se,0784-310824,medium
Jade Jöhanssön,52,jade.johansson@distansakademin.se,0724-836148,low
Jack Janssen,invalid_age,jack.janssen@distansakademin.se,0710-702211,low
Jöe Jenkins,53,invalid_mail,0728-815356,low
Jade Janssen,invalid_age,jade.janssen@distansakademin.se,0764-931283,low
Jill Jöhanssön,24,jill.johansson@distansakademin.se,0792-207983,high
Jim Jöhanssön,invalid_age,jim.johansson@distansakademin.se,0758-235469,medium
Jane Jensen,invalid_age,invalid_mail,0771-421980,high
Jack Jöhanssön,40,jack.johansson@distansakademin.se,0742-564021,medium
Jasper Janssen,24,jasper.janssen@distansakademin.se,0759-910076,high
Jane Jenkins,48,jane.jenkins@distansakademin.se,0765-355701,low
Jesse Jöhanssön,30,jesse.johansson@distansakademin.se,0735-720755,high
Jesse Jöhnsön,39,jesse.johnson@distansakademin.se,0793-536423,low
Jane Smith,21,jane.smith@distansakademin.se,0765-635412,medium
Jim Jönes,invalid_age,invalid_mail,0743-481758,low
Jenny Jensen,59,jenny.jensen@distansakademin.se,0723-228432,high
Jill Jacksön,42,invalid_mail,0716-188948,low
Jack Jöhanssön,57,invalid_mail,0794-788539,medium
Jasper Jöhanssön,54,invalid_mail,0750-888280,high
Jade Jensen,29,jade.jensen@distansakademin.se,0723-736205,low
Jenny Jönes,51,jenny.jones@distansakademin.se,0717-296368,medium
Jack Jacksön,42,jack.jackson@distansakademin.se,0778-269332,high
Jane Jenkins,39,jane.jenkins@distansakademin.se,0715-657087,medium
Jesse Jöhnsön,41,jesse.johnson@distansakademin.se,0793-551343,high
Jasper Jensen,40,jasper.jensen@distansakademin.se,0753-663866,low
Jesse Jacksön,51,jesse.jackson@distansakademin.se,0732-553121,medium
Jim Jensen,38,jim.jensen@distansakademin.se,0720-307586,low
Jack Jensen,22,jack.jensen@distansakademin.se,0722-995672,medium
Jesse Janssen,42,jesse.janssen@distansakademin.se,0723-464887,low
Jack Janssen,invalid_age,jack.janssen@distansakademin.se,0735-802766,medium
Jane Jenkins,28,invalid_mail,0795-578698,low
Jasper Smith,38,jasper.smith@distansakademin.se,0718-852669,low
Jenny Jöhanssön,26,jenny.johansson@distansakademin.se,0747-956311,medium
Jenny Jennings,64,jenny.jennings@distansakademin.se,0712-242595,medium
Jim Jöhnsön,20,jim.johnson@distansakademin.se,0735-287738,low
Jim Jenkins,invalid_age,jim.jenkins@distansakademin.se,0798-482464,medium
Jasper Jöhanssön,39,jasper.johansson@distansakademin.se,0715-459277,high
Jöe Jönes,19,joe.jones@distansakademin.se,0712-998906,low
Jade Jennings,59,jade.jennings@distansakademin.se,0726-112786,high
Jill Jenkins,invalid_age,jill.jenkins@distansakademin.se,0785-600522,high
Jack Jönes,58,jack.jones@distansakademin.se,0726-594240,medium
Jöe Jennings,invalid_age,invalid_mail,0759-346028,high
Jane Jennings,36,invalid_mail,0710-184915,high
Jim Jönes,62,jim.jones@distansakademin.se,0713-139234,medium
Jenny Jöhnsön,44,jenny.johnson@distansakademin.se,0717-150350,high
Jenny Jennings,61,jenny.jennings@distansakademin.se,0783-951312,high
Jasper Jensen,55,jasper.jensen@distansakademin.se,0758-544018,high
Jack Jacksön,62,jack.jackson@distansakademin.se,0756-909391,low
Jöe Jacksön,28,invalid_mail,0718-719165,medium
Jim Jensen,22,jim.jensen@distansakademin.se,0723-507806,medium
Jill Jennings,59,invalid_mail,0752-658064,medium
Jade Jennings,40,jade.jennings@distansakademin.se,0742-782192,low
Jöe Janssen,invalid_age,joe.janssen@distansakademin.se,0725-128227,medium
Jill Jöhnsön,52,jill.johnson@distansakademin.se,0721-241219,low
Jöe Jenkins,34,joe.jenkins@distansakademin.se,0731-376190,low
Jöhn Jacksön,invalid_age,john.jackson@distansakademin.se,0721-904763,low
Jenny Jennings,23,jenny.jennings@distansakademin.se,0722-579413,low
Jenny Jennings,36,jenny.jennings@distansakademin.se,0760-727716,low
Jasper Jönes,43,jasper.jones@distansakademin.se,0723-599942,medium
Jenny Jacksön,invalid_age,jenny.jackson@distansakademin.se,0774-929333,low
Jack Jenkins,27,jack.jenkins@distansakademin.se,0762-719676,low
Jöhn Janssen,65,invalid_mail,0757-746656,high
Jane Jacksön,65,jane.jackson@distansakademin.se,0752-139290,low
Jane Jennings,24,jane.jennings@distansakademin.se,0748-218889,medium
Jill Smith,61,jill.smith@distansakademin.se,0780-845667,medium
Jesse Jensen,invalid_age,jesse.jensen@distansakademin.se,0724-735168,high
Jade Jönes,28,jade.jones@distansakademin.se,0749-147231,medium
Jill Jennings,35,jill.jennings@distansakademin.se,0726-449457,medium
Jöe Jacksön,64,joe.jackson@distansakademin.se,0768-688819,high
Jack Jacksön,18,jack.jackson@distansakademin.se,0740-275554,medium
Jade Jönes,18,jade.jones@distansakademin.se,0769-870742,high
Jack Jöhnsön,54,invalid_mail,0779-773340,medium
Jane Jönes,invalid_age,jane.jones@distansakademin.se,0731-535099,high
Jöe Jönes,invalid_age,joe.jones@distansakademin.se,0761-323875,high
Jim Jöhanssön,45,jim.johansson@distansakademin.se,0747-238516,medium
Jasper Jenkins,39,jasper.jenkins@distansakademin.se,0733-665633,medium
Jim Jöhnsön,46,jim.johnson@distansakademin.se,0713-424524,medium
Jasper Jennings,52,jasper.jennings@distansakademin.se,0740-991073,low
Jasper Smith,invalid_age,invalid_mail,0733-514741,medium
Jack Jöhanssön,26,invalid_mail,0719-134091,high
Jane Jennings,33,invalid_mail,0736-156782,high
Jenny Jönes,54,jenny.jones@distansakademin.se,0733-489598,medium
Jenny Jöhanssön,61,jenny.johansson@distansakademin.se,0728-281785,low
Jack Jenkins,53,invalid_mail,0747-541892,high
Jöe Jennings,40,joe.jennings@distansakademin.se,0741-505728,medium
Jenny Jönes,62,jenny.jones@distansakademin.se,0778-346508,low
Jill Jacksön,34,jill.jackson@distansakademin.se,0765-774522,medium
Jill Jöhanssön,28,jill.johansson@distansakademin.se,0737-455981,high
Jane Jöhanssön,22,jane.johansson@distansakademin.se,0743-819692,low
Jim Janssen,63,jim.janssen@distansakademin.se,0715-561392,high
Jasper Jensen,41,jasper.jensen@distansakademin.se,0734-527070,high
Jade Jöhnsön,21,invalid_mail,0797-424076,low
Jim Jönes,32,jim.jones@distansakademin.se,0723-853061,medium
Jesse Jacksön,45,jesse.jackson@distansakademin.se,0725-386146,high
Jade Jensen,32,jade.jensen@distansakademin.se,0715-783504,low
Jöhn Jenkins,invalid_age,john.jenkins@distansakademin.se,0710-568527,low
Jill Smith,25,jill.smith@distansakademin.se,0761-531259,low
Jöe Jönes,55,joe.jones@distansakademin.se,0715-187427,low
Jasper Jöhnsön,36,jasper.johnson@distansakademin.se,0739-821570,medium
Jack Jensen,65,invalid_mail,0740-340880,high
Jade Jöhanssön,29,invalid_mail,0710-815884,high
Jill Jennings,64,jill.jennings@distansakademin.se,0711-977071,medium
Jenny Jennings,51,invalid_mail,0762-243572,medium
Jack Jennings,50,jack.jennings@distansakademin.se,0779-751719,low
Jade Jenkins,61,jade.jenkins@distansakademin.se,0783-154000,low
Jim Jensen,50,jim.jensen@distansakademin.se,0771-376565,high
Jill Jacksön,21,jill.jackson@distansakademin.se,0751-374665,high
Jane Janssen,46,jane.janssen@distansakademin.se,0719-283255,medium
Jill Jönes,30,jill.jones@distansakademin.se,0751-101143,medium
Jim Jensen,invalid_age,invalid_mail,0756-844786,low
Jill Jöhnsön,invalid_age,jill.johnson@distansakademin.se,0715-476176,high
Jim Jenkins,55,jim.jenkins@distansakademin.se,0743-599942,high
Jasper Jennings,invalid_age,jasper.jennings@distansakademin.se,0731-777836,medium
Jane Jensen,22,jane.jensen@distansakademin.se,0720-952237,medium
Jack Jensen,invalid_age,jack.jensen@distansakademin.se,0793-948338,medium
Jesse Jensen,54,jesse.jensen@distansakademin.se,0726-854403,low
Jack Jönes,52,jack.jones@distansakademin.se,0724-699312,medium
Jasper Jöhanssön,64,jasper.johansson@distansakademin.se,0781-331483,high
Jesse Jöhnsön,42,jesse.johnson@distansakademin.se,0724-359744,low
Jane Jensen,23,jane.jensen@distansakademin.se,0718-354737,high
Jöe Jacksön,54,joe.jackson@distansakademin.se,0785-376735,high
Jasper Jensen,25,jasper.jensen@distansakademin.se,0731-520023,medium
Jöe Jöhanssön,37,joe.johansson@distansakademin.se,0713-995620,high
Jöhn Jensen,invalid_age,john.jensen@distansakademin.se,0736-237546,low
Jill Jacksön,36,jill.jackson@distansakademin.se,0784-945975,medium
Jöe Jennings,63,joe.jennings@distansakademin.se,0792-864382,high
Jenny Jönes,52,invalid_mail,0782-182491,high
Jill Jacksön,45,jill.jackson@distansakademin.se,0772-975558,medium
Jesse Jöhanssön,invalid_age,jesse.johansson@distansakademin.se,0727-115309,high
Jill Jenkins,18,jill.jenkins@distansakademin.se,0798-657627,medium
Jasper Jensen,31,jasper.jensen@distansakademin.se,0783-285598,medium
Jesse Jennings,62,invalid_mail,0759-576916,high
Jill Smith,55,jill.smith@distansakademin.se,0759-820426,high
Jenny Smith,61,jenny.smith@distansakademin.se,0728-721610,high
Jöhn Jennings,28,john.jennings@distansakademin.se,0710-871075,low
Jane Jensen,61,jane.jensen@distansakademin.se,0794-895445,high
Jöe Janssen,45,joe.janssen@distansakademin.se,0755-396711,medium
Jack Jönes,invalid_age,jack.jones@distansakademin.se,0720-166478,low
Jenny Jenkins,25,jenny.jenkins@distansakademin.se,0754-712196,low
Jenny Jöhnsön,65,jenny.johnson@distansakademin.se,0764-987217,low
Jöhn Jöhnsön,56,invalid_mail,0755-188693,medium
Jenny Jöhnsön,46,jenny.johnson@distansakademin.se,0778-798264,high
Jöhn Jensen,46,john.jensen@distansakademin.se,0791-450717,high
Jade Jennings,invalid_age,jade.jennings@distansakademin.se,0793-357179,low
Jesse Jensen,57,jesse.jensen@distansakademin.se,0756-304948,medium
Jenny Jensen,45,invalid_mail,0755-978630,high
Jane Jacksön,22,jane.jackson@distansakademin.se,0741-694115,medium
Jim Jenkins,24,jim.jenkins@distansakademin.se,0752-905318,high
Jöe Jacksön,64,joe.jackson@distansakademin.se,0750-251285,medium
Jasper Jenkins,20,jasper.jenkins@distansakademin.se,0781-751659,high
Jasper Smith,38,jasper.smith@distansakademin.se,0779-483598,low
Jade Janssen,45,jade.janssen@distansakademin.se,0716-589811,high
Jasper Jöhanssön,26,jasper.johansson@distansakademin.se,0727-170591,medium
Jade Janssen,46,invalid_mail,0733-701783,low
Jack Jensen,40,jack.jensen@distansakademin.se,0755-275245,medium
Jack Jöhanssön,49,invalid_mail,0782-373256,medium
Jöe Jacksön,invalid_age,joe.jackson@distansakademin.se,0783-350984,high
Jill Smith,invalid_age,jill.smith@distansakademin.se,0782-996773,high
Jöhn Janssen,57,john.janssen@distansakademin.se,0772-993195,low
Jim Jenkins,46,jim.jenkins@distansakademin.se,0721-761531,high
Jöhn Smith,23,john.smith@distansakademin.se,0724-969698,medium
Jöhn Jöhanssön,56,john.johansson@distansakademin.se,0731-542139,low
Jane Jensen,30,jane.jensen@distansakademin.se,0729-853973,medium
Jade Jöhnsön,60,jade.johnson@distansakademin.se,0716-584445,high
Jöe Jensen,46,joe.jensen@distansakademin.se,0766-570076,high
Jasper Smith,28,jasper.smith@distansakademin.se,0780-158794,medium
Jane Jenkins,64,jane.jenkins@distansakademin.se,0791-315117,low
Jasper Jensen,20,jasper.jensen@distansakademin.se,0746-697020,medium
Jim Jennings,40,jim.jennings@distansakademin.se,0716-550284,high
Jill Jensen,19,jill.jensen@distansakademin.se,0753-430901,low
Jöhn Jensen,61,john.jensen@distansakademin.se,0728-927900,medium
Jenny Jöhnsön,63,jenny.johnson@distansakademin.se,0759-632546,medium
Jenny Jennings,invalid_age,jenny.jennings@distansakademin.se,0791-890074,low
Jenny Jöhnsön,41,jenny.johnson@distansakademin.se,0748-984508,medium
Jim Jacksön,38,jim.jackson@distansakademin.se,0715-732035,low
Jack Jenkins,43,jack.jenkins@distansakademin.se,0734-860895,medium
Jack Jacksön,38,invalid_mail,0793-887991,high
Jack Jensen,26,jack.jensen@distansakademin.se,0754-643932,high
Jim Janssen,48,invalid_mail,0761-603669,high
